PERSONAL.CARE,EATING.AND.DRINKING,OTHER
1,0.34375,0.0763888888888889,0.579861111111111
2,0.371527777777778,0.0520833333333333,0.576388888888889
3,0.180555555555556,0.0625,0.756944444444444
4,0.354166666666667,0.0625,0.583333333333333
5,0.392361111111111,0.0243055555555556,0.583333333333333
6,0.434027777777778,0.0590277777777778,0.506944444444444
7,0.40625,0.0347222222222222,0.559027777777778
8,0.298611111111111,0.0729166666666667,0.628472222222222
9,0.465277777777778,0.0729166666666667,0.461805555555556
10,0.416666666666667,0.104166666666667,0.479166666666667
11,0.345833333333333,0.0590277777777778,0.595138888888889
12,0.604166666666667,0.0763888888888889,0.319444444444444
13,0.322916666666667,0.104166666666667,0.572916666666667
14,0.416666666666667,0.0208333333333333,0.5625
15,0.354166666666667,0.0833333333333333,0.5625
16,0.416666666666667,0.0416666666666667,0.541666666666667
17,0.375,0.0243055555555556,0.600694444444444
18,0.395833333333333,0.0972222222222222,0.506944444444444
19,0.40625,0.0833333333333333,0.510416666666667
20,0.444444444444444,0.0138888888888889,0.541666666666667
21,0.286111111111111,0.00694444444444444,0.706944444444444
22,0.590277777777778,0.0138888888888889,0.395833333333333
23,0.395833333333333,0.145833333333333,0.458333333333333
24,0.458333333333333,0.0625,0.479166666666667
25,0.355555555555556,0.0277777777777778,0.616666666666667
26,0.291666666666667,0.0347222222222222,0.673611111111111
27,0.385416666666667,0.0416666666666667,0.572916666666667
28,0.368055555555556,0.0138888888888889,0.618055555555556
29,0.527083333333333,0.0138888888888889,0.459027777777778
30,0.315972222222222,0.00694444444444444,0.677083333333333
31,0.444444444444444,0.0416666666666667,0.513888888888889
32,0.40625,0.00694444444444444,0.586805555555556
33,0.541666666666667,0.0208333333333333,0.4375
34,0.472222222222222,0.0243055555555556,0.503472222222222
35,0.354166666666667,0.0243055555555556,0.621527777777778
36,0.298611111111111,0.0208333333333333,0.680555555555556
37,0.447916666666667,0.0208333333333333,0.53125
38,0.392361111111111,0.03125,0.576388888888889
39,0.270833333333333,0.0138888888888889,0.715277777777778
40,0.569444444444444,0.0347222222222222,0.395833333333333
41,0.3125,0.0208333333333333,0.666666666666667
42,0.509722222222222,0.0416666666666667,0.448611111111111
43,0.419444444444444,0.0138888888888889,0.566666666666667
44,0.458333333333333,0.00694444444444444,0.534722222222222
45,0.416666666666667,0.0416666666666667,0.541666666666667
46,0.333333333333333,0.0833333333333333,0.583333333333333
47,0.444444444444444,0.0208333333333333,0.534722222222222
48,0.319444444444444,0.0416666666666667,0.638888888888889
49,0.302083333333333,0.0347222222222222,0.663194444444444
50,0.4375,0.0451388888888889,0.517361111111111
51,0.217361111111111,0.0902777777777778,0.692361111111111
52,0.350694444444444,0.0833333333333333,0.565972222222222
53,0.354166666666667,0.0451388888888889,0.600694444444444
54,0.46875,0.0208333333333333,0.510416666666667
55,0.399305555555556,0.0763888888888889,0.524305555555556
56,0.517361111111111,0.0729166666666667,0.409722222222222
57,0.541666666666667,0.102083333333333,0.35625
58,0.329861111111111,0.0555555555555556,0.614583333333333
59,0.454166666666667,0.0694444444444444,0.476388888888889
60,0.306944444444444,0.0625,0.630555555555556
61,0.322916666666667,0.0138888888888889,0.663194444444444
62,0.552083333333333,0.0694444444444444,0.378472222222222
63,0.40625,0.0381944444444444,0.555555555555556
64,0.4375,0.0416666666666667,0.520833333333333
65,0.375,0.0833333333333333,0.541666666666667
66,0.416666666666667,0.0902777777777778,0.493055555555556
67,0.430555555555556,0.0173611111111111,0.552083333333333
68,0.454861111111111,0.0347222222222222,0.510416666666667
69,0.34375,0.0173611111111111,0.638888888888889
70,0.659722222222222,0.0625,0.277777777777778
71,0.625,0.0833333333333333,0.291666666666667
72,0.416666666666667,0.0520833333333333,0.53125
73,0.375,0.0694444444444444,0.555555555555556
74,0.319444444444444,0.03125,0.649305555555556
75,0.28125,0.0243055555555556,0.694444444444444
76,0.628472222222222,0.0451388888888889,0.326388888888889
77,0.371527777777778,0.0208333333333333,0.607638888888889
78,0.625,0.0555555555555556,0.319444444444444
79,0.479166666666667,0.0729166666666667,0.447916666666667
80,0.427083333333333,0.0138888888888889,0.559027777777778
81,0.333333333333333,0.0208333333333333,0.645833333333333
82,0.552083333333333,0.0138888888888889,0.434027777777778
83,0.40625,0.0659722222222222,0.527777777777778
84,0.458333333333333,0.0138888888888889,0.527777777777778
85,0.666666666666667,0.00694444444444444,0.326388888888889
86,0.270833333333333,0.0208333333333333,0.708333333333333
87,0.479166666666667,0.0347222222222222,0.486111111111111
88,0.379861111111111,0.0486111111111111,0.571527777777778
89,0.354166666666667,0.0208333333333333,0.625
90,0.427083333333333,0.0381944444444444,0.534722222222222
91,0.375,0.0451388888888889,0.579861111111111
92,0.472916666666667,0.03125,0.495833333333333
93,0.364583333333333,0.0354166666666667,0.6
94,0.34375,0.0138888888888889,0.642361111111111
95,0.143055555555556,0.0180555555555556,0.838888888888889
96,0.333333333333333,0.0416666666666667,0.625
97,0.378472222222222,0.0625,0.559027777777778
98,0.284722222222222,0.0347222222222222,0.680555555555556
99,0.260416666666667,0.0347222222222222,0.704861111111111
100,0.354166666666667,0.0625,0.583333333333333
101,0.614583333333333,0.0104166666666667,0.375
102,0.520833333333333,0.0520833333333333,0.427083333333333
103,0.454861111111111,0.0243055555555556,0.520833333333333
104,0.4375,0.0208333333333333,0.541666666666667
105,0.333333333333333,0.0104166666666667,0.65625
106,0.256944444444444,0.0347222222222222,0.708333333333333
107,0.451388888888889,0.0416666666666667,0.506944444444444
108,0.416666666666667,0.0416666666666667,0.541666666666667
109,0.597222222222222,0.03125,0.371527777777778
110,0.402777777777778,0.0138888888888889,0.583333333333333
111,0.376388888888889,0.0347222222222222,0.588888888888889
112,0.479166666666667,0.0208333333333333,0.5
113,0.423611111111111,0.03125,0.545138888888889
114,0.53125,0.0729166666666667,0.395833333333333
115,0.416666666666667,0.0208333333333333,0.5625
116,0.284722222222222,0.0486111111111111,0.666666666666667
117,0.486111111111111,0.0347222222222222,0.479166666666667
118,0.40625,0.03125,0.5625
119,0.472222222222222,0.0208333333333333,0.506944444444444
120,0.368055555555556,0.107638888888889,0.524305555555556
121,0.402777777777778,0.0458333333333333,0.551388888888889
122,0.34375,0.0416666666666667,0.614583333333333
123,0.413194444444444,0.0416666666666667,0.545138888888889
124,0.388888888888889,0.0555555555555556,0.555555555555556
125,0.368055555555556,0.0659722222222222,0.565972222222222
126,0.479166666666667,0.0347222222222222,0.486111111111111
127,0.208333333333333,0.0381944444444444,0.753472222222222
128,0.371527777777778,0.00694444444444444,0.621527777777778
129,0.364583333333333,0.0416666666666667,0.59375
130,0.458333333333333,0.0833333333333333,0.458333333333333
131,0.320833333333333,0.0486111111111111,0.630555555555556
132,0.520833333333333,0.0520833333333333,0.427083333333333
133,0.364583333333333,0.0243055555555556,0.611111111111111
134,0.5,0.0416666666666667,0.458333333333333
135,0.336805555555556,0.0763888888888889,0.586805555555556
136,0.291666666666667,0.0104166666666667,0.697916666666667
